Report generated on: 11-03-2021 14:26:32,,,,population (Mperson),,,INTL.4702-33-WORL-THP.A,,,,,,,,,,,,,,,,,,,,,,,
,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        Sweden,8566.782,8624.062,8674.053,8725.197,8789.654,8829.58,8841.875,8846.45,8851.811,8858.762,8874.779,8899.252,8928.915,8962.59,8997.995,9034.115,9088.691,9156.8,9228.814,9309.055,9387.488,9457.622,9528.5,9611.5,9708.923,9812.145,9941.1,10073.33,10188.95,10291.05
        Switzerland,6750.7,6842.8,6908.002,6968.6,7019.03,7062.373,7081.391,7096.518,7123.498,7164.4,7204.055,7255.652,7313.855,7364.147,7415.102,7459.13,7508.74,7593.495,7701.854,7785.808,7870.135,7954.663,8039.06,8139.63,8237.665,8327.127,8419.55,8484.13,8544.524,8606.033
        Syria,12446.2,12815.4,13187.7,13565.1,13950.5,14345.5,14754.2,15175.3,15599.6,16014,16410.8,16766.6,17084.6,17415.2,17827.8,18361.2,19059.3,19878.3,20664,21205.9,21362.5,21081.8,20438.9,19578.5,18710.7,17997.4,17465.6,17095.7,17230.7,17365.7
        Taiwan,20309.53,20529.12,20728.8,20923.1,21109.45,21290.1,21462.4,21661.3,21858.95,22030.95,22207.57,22357.22,22477.6,22573.4,22657.58,22739.68,22836.88,22928.88,23010,23090,23146.25,23201.38,23281.88,23352.25,23411.5,23470.25,23522,23559.38,23582.25,23597.12
        Tajikistan,--,--,5502.49,5593.32,5679.17,5764.81,5851.35,5938.4,6027.4,6119.66,6216.33,6318.51,6426.86,6541.55,6662.39,6789.32,6922.59,7062.67,7209.92,7364.75,7527.4,7697.51,7874.84,8059.78,8252.83,8454.02,8663.58,8880.27,9099.39,9318.52
        Tanzania,25203.85,26056.62,26961.22,27887.23,28792.62,29649.12,30444.53,31192.85,31924.18,32682.22,33499.18,34385.85,35334.8,36337.77,37379.75,38450.32,39548.7,40681.43,41853.95,43073.82,44346.52,45673.5,47053.05,48483.12,49960.57,51482.65,53049.23,54660.3,56351.65,58042.93
        Thailand,56644.15,57307.4,57877.2,58406.1,58947.65,59551.62,60234.5,60961.52,61694.05,62392.95,63024.5,63587.95,64105.75,64586.48,65038.45,65467.4,65866.59,66233.1,66576.77,66908.12,67236.34,67562.85,67881.3,68187.45,68476.98,68746.7,68998.65,69234.73,69452.12,69647.88
        The Bahamas,256.227,261.007,266.028,271.065,275.849,280.179,283.98,287.363,290.6,294.063,298.045,302.618,307.657,313.123,318.893,324.848,331.032,337.387,343.68,349.6,354.936,359.583,363.581,367.162,370.625,374.2,377.923,381.749,385.582,389.415
        Timor-Leste,--,--,--,--,--,--,--,--,--,--,--,--,--,947.11,971.889,995.13,1016.44,1036.39,1055.43,1074.29,1093.52,1113.15,1133,1153.29,1174.33,1196.29,1219.29,1243.26,1268.32,1293.38
        Togo,3774.31,3863,3945.9,4029.04,4120.62,4226.29,4348.81,4485.94,4632.45,4780.46,4924.41,5062.57,5197.04,5330.63,5467.77,5611.64,5762.88,5920.36,6083.42,6250.84,6421.67,6595.94,6773.81,6954.72,7138,7323.16,7509.95,7698.48,7891.9,8085.32
        Tonga,95.069,95.243,95.398,95.556,95.739,95.972,96.267,96.621,97.036,97.475,97.962,98.482,99.023,99.591,100.214,100.908,101.714,102.577,103.384,103.897,103.981,103.558,102.736,101.768,101.023,100.78,101.143,102.002,103.234,104.465
        Trinidad and Tobago,1221.12,1229.11,1236.69,1243.6,1249.53,1254.2,1257.55,1259.84,1261.7,1263.93,1267.16,1271.63,1277.21,1283.56,1290.11,1296.5,1302.55,1308.45,1314.45,1320.92,1328.14,1336.18,1344.81,1353.71,1362.34,1370.33,1377.56,1384.06,1389.2,1394.35
        Tunisia,8242.51,8427.85,8613.86,8795.93,8967.92,9125.4,9267.33,9395.12,9509.86,9613.59,9708.35,9793.92,9871.26,9945.28,10022.3,10106.8,10201.2,10304.7,10414.4,10525.7,10635.2,10741.9,10847,10953,11063.2,11180,11303.9,11433.4,11561.8,11690.2
        Turkey,54037.67,54959.7,55867.6,56771.07,57680.1,58604,59545.65,60498.57,61455.98,62410.95,63358.2,64300.42,65240.88,66176.15,67103.16,68013.08,68878.57,69708.62,70551,71454.75,72467.58,73614.25,74860.52,76154.12,77440.75,78684.5,79932.5,81203.25,82425.38,83524.67
        Turkmenistan,--,--,3899.84,4010.79,4115.1,4207.84,4287.34,4355.12,4413.48,4466.13,4516.13,4564.09,4610.02,4655.75,4703.4,4754.65,4810.11,4870.14,4935.77,5007.95,5087.21,5174.08,5267.91,5366.38,5466.32,5565.28,5662.37,5757.67,5848.84,5940.01
        Turks and Caicos Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        U.S. Territories,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        U.S. Virgin Islands,101.809,102.48,103.152,103.824,104.495,105.166,105.838,106.525,107.216,107.912,108.612,109.403,110.026,110.74,111.459,111.47,113.689,114.743,115.852,107.343,106.405,105.784,105.08,104.761,102.008,100.768,97.373,96.815,96.211,95.668
        Uganda,17354.4,17953.55,18561.65,19175.98,19793.55,20413.15,21032.82,21655.38,22290.77,22952.4,23650.18,24388.97,25167.27,25980.55,26821.3,27684.6,28571.48,29486.32,30431.72,31411.1,32428.15,33476.8,34558.67,35694.55,36911.52,38225.45,39649.17,41166.6,42691.4,44216.2
        Ukraine,--,--,52056.6,52244.1,52114.4,51728.4,51297.1,50818.4,50370.8,49918.1,49429.8,48923.2,48457.1,48003.5,47622.4,47280.8,46929.5,46646,46372.7,46143.7,45962.9,45778.5,45633.6,45553,45426.2,42929.3,42760.5,42584.5,42386.4,42153.2
        United Arab Emirates,1828.44,1945.77,2063.1,2180.43,2297.77,2415.1,2558.89,2702.69,2846.48,2990.27,3134.07,3424.9,3715.73,4006.56,4297.39,4588.22,5380.58,6172.93,6965.29,7757.64,8550,8692.58,8835.16,8977.74,9120.32,9262.9,9388.4,9513.9,9639.4,9764.9
        United Kingdom,57265.62,57453.82,57600.05,57733.7,57883.32,58040.88,58183.43,58334.8,58504.12,58708.82,58915.95,59146.23,59401.02,59678.73,60017.27,60461.68,60893.38,61382.93,61874.38,62327.27,62827.23,63330.95,63753.93,64173.02,64662.48,65178.82,65687.88,66089.75,66478.92,66827.7
        United States,249516.8,252831.2,256391.2,259809.5,263017.8,266179.2,269310.5,272559.2,275762.2,278941.5,282054.2,284871.2,287542.8,290065.2,292731.8,295433.5,298287.8,301157,304010.5,306705.5,309274.2,311695.5,314178.5,316569,319083.2,321618,324117.8,326379.8,328317.2,330043.8
        Uruguay,3109.6,3131.66,3154.46,3177.73,3201.15,3224.27,3247.38,3270.16,3291.05,3308,3319.73,3325.47,3326.05,3323.66,3321.49,3321.8,3325.4,3331.75,3340.22,3349.68,3359.27,3368.93,3378.98,3389.44,3400.44,3412.01,3424.14,3436.65,3449.01,3461.37
        Uzbekistan,--,--,21375.1,21862,22336.2,22791,23225.3,23640.5,24036,24412.1,24770,25108.6,25431.1,25749.1,26077.6,26427.8,26804.1,27204.7,27627,28065.5,28515.9,28977,29449.4,29932.6,30426.4,30929.6,31441.8,31959.8,32462.9,32966.1
        Vanuatu,146.575,150.718,155.176,159.743,164.128,168.161,171.721,174.917,177.987,181.259,184.964,189.209,193.927,198.96,204.123,209.282,214.379,219.464,224.7,230.244,236.216,242.658,249.505,256.637,263.888,271.128,278.326,285.499,292.716,299.933
        Venezuela,19632.68,20096.3,20557.72,21016.93,21474.53,21931.07,22385.65,22837.72,23288.57,23739.82,24192.45,24646.45,25100.4,25551.62,25996.6,26432.45,26850.15,27247.6,27635.82,28031,28439.93,28887.85,29360.82,29781.08,30043,30081.82,29851.25,29402.48,28887.13,28515.85
        Vietnam,67988.9,69437,70883.5,72300.3,73651.2,74910.5,76068.7,77133.2,78115.7,79035.9,79910.4,80742.5,81534.4,82301.6,83062.8,83832.7,84617.5,85419.6,86243.4,87092.2,87967.7,88871.4,89801.9,90752.6,91713.9,92677.1,93640.4,94600.6,95513.3,96425.9
        Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
        Yemen,11710,12302.1,12954.2,13634.1,14297.6,14913.3,15469.3,15975.7,16450.3,16921.2,17409.1,17918.4,18443.7,18985,19540.1,20107.4,20687.7,21282.5,21892.2,22516.5,23154.8,23807.6,24473.2,25147.1,25823.5,26497.9,27168.2,27834.8,28498.5,29162.2
        Zambia,8036.847,8246.662,8451.346,8656.482,8869.745,9096.609,9339.74,9597.609,9866.476,10140.58,10415.95,10692.17,10971.68,11256.72,11550.67,11856.25,12173.5,12502.97,12848.52,13215.15,13606,14023.18,14465.15,14926.53,15399.8,15879.38,16363.45,16853.6,17363.72,17873.85
        Zimbabwe,10432.4,10681,10900.5,11092.8,11261.8,11410.7,11541.2,11653.2,11747.1,11822.7,11881.5,11923.9,11954.3,11982.2,12019.9,12076.7,12155.5,12255.9,12379.5,12527,12697.7,12894.3,13115.2,13350.4,13586.7,13814.6,14030.3,14236.6,14445.4,14654.2
